SSN,Char,Other_ID,Other_ID_2,Char_type,Source,Pyrolysis_Unit,Class,Feedstock,Temp.,Naphthalin (mg/kg),2-Methylnaphthalin,1-Methylnaphthalin,∑Naphthaline,Acenaphthylen,Acenaphthen,Fluoren,Phenanthren ,Anthracen,Fluoranthen,Pyren,Chrysen,Benzo(a)anthracen,Benzo(b+k)fluoranthen,Benzo(a)pyren,"Dibenzo(a,h)anthracen","Indeno(c,d)pyren","Benzo(g,h,i)perylen",∑ PAK nach EPA (mg/kg),Bulk Density (Mg/m-3),External_Surf_Area_N2_(m2/g),Surf_Area_(m2/g),pH,EC_(uS),Ash_avg,Fixed_Carbon_avg,volatile_mass,CEC_(mmol/kg),exchg_Ca_(mmol/kg),exchg_K_(mmol/kg),exchg_Mg_(mmol/kg),exchg_Na_(mmol/kg),exchg_P_(mmol/kg),Ca_(mg/kg),K_(mg/kg),Mg_(mg/kg),Na_(mg/kg),15N,Yield_(w/w),Moisture_105avg,labile_mass_avg,Fixed_Carbon_avg,Ash_Free_Mass_avg,Volatiles_ash_free_avg,C_tot_avg,N_tot_avg,C_tot_to_N_(w/w),Corg_(w/w),Cinorg,H_tot_(w/w),O_ult,Oc_[A_ Si_Fe],Oc_[Al_Si_Fe_Ca],Oc_[Al_Si_Fe_Cinorg],Oc_[Cinorg],mg_Al2O3_O_per_kg_char,mg_SiO2_O_per_kg_char,mg_Fe2O3_O_per_kg_char,mg-CaCO3-O/kg char,Corg_to_N_(w/w),Ctot_to_N_(mol_to_mol),Htot_to_Ctot_(molar),Oult_to_Ctot_(molar),Htot_to_Corg_(molar),Oult_to_Corg_(molar),Oc_[Al_Si_Fe]_to_Corg_(molar),Oc_[Al_Si_Fe_Ca]_to_Corg_(molar),Oc_[Al_Si_Fe_Cinorg]_to_to_Corg_(molar),Oc_[Cinorg]_to_Corg_(molar),pHKCl4.5_avg,P_avg_(mg/kg),S_avg_(mg/kg),Fe_avg_(mg/kg),Mn_avg_(mg/kg),Zn_avg_(mg/kg),Cu_avg_(mg/kg),Mo_avg_(mg/kg),B_avg_(mg/kg),Ni_avg_(mg/kg),Cr_avg_(mg/kg),Co_avg_(mg/kg),As_avg_(mg/kg),Cd_avg_(mg/kg),Pb_avg_(mg/kg),Al_avg_(mg/kg),Ba_avg_(mg/kg),Cd2_avg_(mg/kg),Fe2714_avg_(mg/kg),K4047_avg_(mg/kg),Se_avg_(mg/kg),Si_avg_(mg/kg),Sr_avg_(mg/kg),Ti_avg_(mg/kg),V_avg_(mg/kg),Y_avg_(mg/kg),BJH_Pore_Vol_(cc/g),DFT_Pore_Vol_(cc/g),Decomposition_36_month_perc_remaining,C Stability (%C),Dioxin/Furan (ng/kg i-TEQ),PCBs (ng/kg),Pore Diameter (nm)
WA078272,Pine 450°C,MIR082,,woody,Cornell ,,woody biomass,Pine,450,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.014956102,0.497337435,0.487706462,315.24,3.029476582,2.676706012,0.593063749,2.48402255,,2194.239817,996.3707525,666.5917717,92.92314938,,0.257,0.041038417,-0.000406351,0.504888601,0.985043898,0.495111399,0.804407409,0.001026805,783.4080409,0.8047387,-0.000331292,0.031127451,0.148482233,0.148278689,0.028296076,0.149603856,0.149807399,41.43981894,-17.56019755,179.663562,2627.832116,783.7306841,913.5988249,0.461097814,0.13855476,0.460907991,0.138497721,0.138307865,0.02639334,0.139543922,0.139733778,#DIV/0!,-1499.618477,1692.077565,418.0920808,296.5560896,44.98127768,6073.742102,0.405393546,-1.223918722,0.536817903,0.994731793,0.222693386,0.283601372,1.009973453,5.845415126,46.58526313,16.833406,0.581446004,417.8222499,566.3491114,1.795059954,-15.41456091,5.478896476,9.331128472,0.064843913,0.013116434,#DIV/0!,#DIV/0!,90.19935523,,,,
WA078273,Pine 500°C,MIR083,,woody,Cornell ,,woody biomass,Pine,500,,,,,,,,,,,,,,,,,,,,0.138,4.7,524,5.62,4.6,0.01,0.6205,0.3695,240,3,5,1,3,1,2741,682,796,332,bd,0.252,0.035128511,#DIV/0!,0.626741493,0.990006245,0.372507772,0.834,0.001,896,0.817544702,0.016356822,0.028913848,0.126220528,0.126198752,0.025608872,0.060771465,0.060793241,53.11440151,-60.81495186,29.47619318,3283.199569,842.5283652,1002.202075,0.41315849,0.113615674,0.421424656,0.115888811,0.115868818,0.023512671,0.055797048,0.055817042,#DIV/0!,1.100782472,81.44416465,68.59355788,258.9558116,44.45998837,95.14028686,0.168573683,-3.933728348,0.275277148,1.37220425,0.087952202,0.687252012,-0.000475972,24.19961238,59.70943969,9.572797881,0.049323244,69.61997815,741.6411098,0.777868969,-53.38412493,7.999962538,-0.05322754,0.080930035,-0.041930212,0.03,0.06,86.15171629,,,,
WA078274,Pine 600°C,MIR085,,woody,Cornell ,,woody biomass,Pine,600,,,,,,,,,,,,,,,,,,,,0.161,1.8,611,5.97,3.8,0.0107,0.7122,0.277,153,4,2,0,2,14,2167,775,604,320,bd,0.234,0.021268138,#DIV/0!,0.719957219,0.989287399,0.280042781,0.87,0.0013,725,0.911196012,-0.041561221,0.023498691,0.094764345,0.094308021,0.02044678,0.260552905,0.26100923,162.1226902,-58.17911509,352.3811702,2595.585985,655.739204,729.8334299,0.321982545,0.081795815,0.307296366,0.078064967,0.077689056,0.016843648,0.214638258,0.215014169,#DIV/0!,14.20706017,231.0659914,820.0203482,349.3383796,59.96353043,35.82209906,-0.475957683,-2.188358174,0.547262718,2.885384819,0.12762633,-0.804670601,0.042226707,8.891926635,182.2529242,13.53460922,0.03539851,797.7015775,1016.493896,0.573056186,-51.07035447,4.856352962,6.810857605,0.146715005,-0.041626465,0.003,0.1,87.73109192,,,,
WA078275,Poultry w/ Sawdust 300°C,MIR086,,ash,Cornell ,,mixed ,,300,,,,,,,,,,,,,,,,,,,,0.52,1.2,55,8.12,495,0.4671,0.0654,0.4676,362,260,422,149,74,26414,157531,40013,8914,3868,10.78,0.75,0.019046553,#DIV/0!,0.1226489,0.532929182,0.8773511,0.259,0.0215,13,0.241099172,0.078151197,0.021531449,0.169238437,0.167433591,-0.16893283,-0.145171196,-0.143366349,903.6956783,136.7344446,764.416166,188659.4332,10.5242459,16.2515273,0.803650866,0.397915286,1.064150627,0.52689771,0.521278601,-0.52594625,-0.451968074,-0.446348965,#DIV/0!,26414.3905,4714.061568,1778.86012,449.7184918,514.5875601,87.74325178,3.832252807,-0.154844304,13.41738524,16.6075125,1.816736547,4.957119347,2.397748098,-27.54289603,1015.904558,7.516441073,1.555781795,1774.713767,40649.68356,-2.493666378,120.0272046,259.7702388,37.84431421,10.60382347,1.436870289,#DIV/0!,#DIV/0!,64.21194857,,,,
WA078276,Poultry w/ Sawdust 400°C,MIR087,,ash,Cornell ,,mixed ,,400,,,,,,,,,,,,,,,,,,,,0.631,4,47,9.85,333,0.5174,0.0447,0.4379,166,273,299,80,49,17957,265729,31751,7164,3209,12.66,0.677,0.012908385,#DIV/0!,0.092718172,0.482605117,0.907281828,0.268,0.0124,46,0.118683223,0.201960448,0.006780214,0.143128915,0.142081962,-0.312504927,-0.665759832,-0.664712878,737.3254709,-238.7141275,548.341947,318238.1871,9.8473375,31.0255628,0.251968505,0.335063971,0.68073738,0.905234447,0.898612876,-1.976471519,-4.210670722,-4.204049152,#DIV/0!,17957.2957,2983.393774,1276.037406,397.0983269,351.5108805,58.8986229,8.930671564,-54.35123945,6.186476956,11.97244763,1.219304565,1.659767819,1.071363261,-14.88690784,828.8767168,1.251329407,1.471617083,1246.621054,33702.01175,25.57611793,-209.546245,485.4333581,13.12068003,10.02172522,0.891743223,#DIV/0!,0.009,86.86370385,,,,
WA078277,Poultry w/ Sawdust 450°C,MIR088,,ash,Cornell ,,mixed ,,450,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.536001986,0.001597582,0.462400432,130.08,306.378726,389.6765393,93.22341934,61.85637242,,267803.9953,27399.91954,6387.998228,3694.671069,,0.623,0.015043364,0.037630333,0.00344308,0.463998014,0.99655692,0.354045497,0.011772973,30.0727338,0.112286854,0.241758644,0.005395323,0.092784221,0.091834573,-0.316277673,-0.875200002,-0.874250354,730.8306747,-240.6590802,459.4760151,320723.3476,9.53768,35.0703756,0.181586648,0.19671527,0.572550866,0.620252091,0.613903804,-2.114280705,-5.850613677,-5.844265389,#DIV/0!,17328.98044,2897.922187,1069.238977,364.0017314,311.3835523,54.36809457,12.53258089,-13.56178249,7.980396658,9.83192999,1.029931892,1.230792653,1.726861084,16.47572955,821.5754835,6.773341998,1.150586781,1051.806769,26712.80191,-0.879857854,-211.2535488,478.4566758,11.2604431,7.488196104,1.218891025,#DIV/0!,#DIV/0!,85.42188609,,,,
WA078278,Poultry w/ Sawdust 500°C,MIR089,,ash,Cornell ,,mixed ,,500,,,,,,,,,,,,,,,,,,,,0.549,4.7,88,10.57,419,0.5262,0.0416,0.4322,78,304,379,96,65,30555,204205,28109,10436,4537,13.6,0.667,0.01840436,#DIV/0!,0.08789457,0.47380152,0.91210543,0.254,0.0141,18,0.167504906,0.110542827,0.005172784,0.179276332,0.177464341,-0.24119623,-0.264706967,-0.262894975,1173.154755,-235.2423791,874.0788538,244557.0226,14.8173168,28.6832859,0.22168207,0.483979119,0.367978457,0.803375256,0.795255339,-1.080851448,-1.186208046,-1.178088129,#DIV/0!,30555.12912,4593.018769,2034.054333,565.9496043,601.0356275,107.9640797,8.662257044,-8.271151725,17.31816905,19.17905521,2.147854928,6.653800069,2.603398614,2.055367727,1318.82147,18.02019106,2.190418185,2045.247822,54851.75361,-9.067153173,-206.4987009,343.4797836,13.70307044,13.55205018,1.708578868,0.03,0.02,78.5537142,,,,
WA078279,Poultry w/ Sawdust 600°C,MIR090,,ash,Cornell ,,mixed ,,600,,,,,,,,,,,,,,,,,,,,0.646,6.7,93,10.65,377,0.558,0,0.442,59,329,316,100,58,23596,242788,27400,8769,3457,13.32,0.65,0.014560954,#DIV/0!,-0.003413756,0.442015454,1.003413756,0.236,0.0094,28,0.164375747,0.122324811,0.003506226,0.142887567,0.141637252,-0.288508322,-0.347661993,-0.346411678,974.2968648,-377.935095,653.9532868,290764.2324,18.4254966,37.478095,0.145725951,0.37410105,0.254171995,0.652498813,0.646789225,-1.31747878,-1.587605153,-1.581895565,#DIV/0!,23595.62413,3429.309892,1521.803795,465.9812109,594.5041287,85.92778666,2.927443706,-16.28835727,8.309069114,14.75434108,0.671163379,-5.016764455,2.760432553,-29.1333822,1095.272059,10.22560259,2.350853994,1512.08669,44890.19195,-12.85235064,-331.7561506,436.0769223,7.497783197,9.608160694,1.295133838,0.003,0.02,77.48771786,,,,
WA078280,Raw Dairy Manure 500°C,MIR091,,cow,Cornell ,,manure,,500,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,10.86,6020,0.319905942,0.350200986,0.329893072,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,0.312958435,0.05898665,#DIV/0!,0.514930224,0.680094058,0.710385429,0.512229042,0.021012558,24.3772814,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,28.4284236,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,10.52,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WA078281,STPN3 220°C,MIR092,,ash,Cornell ,,,,220,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,977,0.535613966,0.087768411,0.376617623,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,44210.86863,7801.298903,3464.594334,4679.808044,,,0.033202096,0.043087098,0.188998816,0.464386034,0.811001184,0.229061969,0.021413145,10.6972594,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-3369.766218,315.8454438,4724.050746,52947.14806,#DIV/0!,12.4749851,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,13526.95222,1859.143796,10993.25976,236.0747424,124.0981728,55.20523603,0.598424349,11.23430066,13.46855565,48.14966616,2.790041238,23.06451401,5.751460496,17.66562647,-3788.178857,137.4021117,5.257897511,9236.33364,8415.08866,1.045073268,277.2530786,116.2460162,119.3517863,12.7107421,8.824113374,#DIV/0!,#DIV/0!,,,,,
WA078282,Texas A&M Switchgrass,MIR094,,annual,Cornell ,,grass,Switchgrass,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,497,0.164533073,0.558091937,0.27737499,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9599.638068,10800.91002,3029.998201,395.1257903,,,0.029991435,0.030457497,0.668000035,0.835466927,0.331999965,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,512.582483,138.5221752,4511.303082,11496.57254,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1255.087929,664.690224,10498.17821,100.1582998,155.5248288,17.01919474,3.874669233,6.390746763,22.09514439,26.71363589,1.124813527,-0.268064781,4.619172661,4.053076413,576.2281413,78.45847554,4.283981576,8874.672732,10644.81178,0.095637155,121.5964969,25.2627725,10.33508483,1.385452485,0.283100648,#DIV/0!,#DIV/0!,,,,,
WA078283,Texas A&M Chips,MIR095,,woody,Cornell ,,woody biomass,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,158.2,0.081521302,0.630408909,0.288069789,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,15430.90062,4772.010585,1991.263062,485.7900562,,,0.027545355,0.008154956,0.686362036,0.918478698,0.313637964,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,438.1033622,93.26418438,12261.61461,18480.1205,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,607.4375291,494.3025496,28533.799,477.9584214,150.3564304,24.14165946,0.861121614,6.037033178,23.65228764,13.41578969,1.268177428,2.517188168,0.26106517,7.876443546,492.5011964,175.5636542,0.073989604,20194.77565,5496.264063,-2.451601372,81.86846685,100.8108904,7.674461395,1.511039181,0.984289656,#DIV/0!,#DIV/0!,,,,,
WA078284,West Lorne Bio Oil,MIR007,,,Cornell ,,municipal,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,212,0.043142215,0.388707014,0.568150772,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4728.813249,3671.09118,545.3530629,481.0914171,,,0.046258878,0.006818437,0.406232796,0.956857785,0.593767204,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,102.4460199,97.32312829,490.5107695,5663.2494,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,120.8609,123.3411514,1141.459437,202.6032669,30.21391285,9.55004998,2.05297107,9.44348936,7.562257268,165.1526678,0.577527861,-0.979566419,0.35280489,5.352068993,115.1664007,61.07955762,0.214757877,1129.691317,3368.453991,-1.14679276,85.43145855,25.67167278,13.65275683,0.134583115,0.130824245,#DIV/0!,#DIV/0!,,,,,
WA078285,Wood Waste 500°C,MIR098,,woody,Cornell ,,woody biomass,,500,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,7.945,881,0.109383332,0.621479555,0.269137113,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5426.633513,1573.125228,1267.150023,310.6168891,,,0.034912816,-0.00984,0.697808133,0.890616668,0.302191867,0.858626751,0.003715978,231.0634343,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2660.487702,186.1959676,1808.481971,6498.962291,#DIV/0!,269.4627461,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.175,269.6988165,192.7160998,4208.488253,270.1947873,93.00262546,65.32729202,0.889143608,8.206901017,6.138970836,71.41094627,1.598748233,50.78788227,0.044740597,13.40085581,2990.831591,78.97802987,-0.080939361,3888.967989,1686.321333,-0.075644399,163.4451478,26.0499519,18.00864414,5.494466772,1.133665941,#DIV/0!,#DIV/0!,,,,,
WA078286,Yard Waste Fall / Leaves 500°C,MIR099,,woody,Cornell ,,woody biomass,,500,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,9.325,580,0.144875164,0.45194236,0.403182476,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,54549.58259,10839.87353,3615.886618,1682.126935,,0.349194161,0.036775078,0.00768,0.52851039,0.855124836,0.47148961,0.606887477,0.011335666,53.5378766,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1467.64012,388.9021962,646.3525655,65328.84142,#DIV/0!,62.4350768,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.94,2071.809369,1033.515368,1504.116283,554.8436025,69.91497,41.5561251,4.609461665,22.57159181,4.059535258,5.363126015,0.817975199,-0.400782629,0.06666179,9.615688321,1649.872102,192.1686983,0.092326062,1466.541642,11471.47299,-0.334675898,341.3832091,109.1997853,8.528737119,2.357733821,2.181057522,#DIV/0!,#DIV/0!,,,,,
WA078287,Yard Waste Summer / Grass 500°C,MIR100,,annual,Cornell ,,mixed ,,500,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,9.545,6660,0.254571993,0.597910243,0.384457677,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,20621.50216,61285.65072,6180.174949,2726.574883,,0.3725,0.03837188,0.10788,0.802103271,0.745428007,0.391358135,0.534552258,0.049491363,10.80092,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1117.259218,455.3794527,669.196656,24696.40977,#DIV/0!,12.5958726,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9.01,11964.8777,6267.539445,1557.276385,359.9724439,150.1782279,37.85692286,4.074063255,16.62058651,3.964988242,3.799444911,0.696641881,0.72300704,1.012575646,1.806266777,1255.985571,41.36464457,1.024193238,1524.756307,61550.77378,2.817747949,399.7377758,36.17739145,12.76240348,1.917706021,0.387994231,#DIV/0!,#DIV/0!,,,,,
WA078288,Yard Waste Winter / Brush 500°C,MIR101,,woody,Cornell ,,woody biomass,,500,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,8.195,124.9,0.01763208,0.581714542,0.400653378,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7564.375434,870.1784002,441.4040684,367.8853024,,0.267007198,0.025392496,-0.00588,0.592155475,0.98236792,0.407844525,0.839820599,0.0013778,609.5374707,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,89.01910568,18.48266002,40.35834623,9059.132256,#DIV/0!,710.8335476,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.705,132.4700374,112.2474089,93.91723487,141.7110628,59.42646495,3.438381254,-1.388213842,2.026126745,0.818102475,0.218220819,0.731669019,0.227263365,0.098200656,-3.768914903,100.0723113,68.70781742,0.107491836,93.57985165,1027.463203,-0.469717196,16.22431,30.71528921,11.96254035,0.293389037,-0.030388674,#DIV/0!,#DIV/0!,,,,,
WA078289,Oxidized Mixed softwood pellet 550 pH 7 5%,AK_05,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124,,,,,,,,,,,,,,,,,,,,0.7571,0,#DIV/0!,,,0.0319,0.1986,,,,,,,,,,#DIV/0!,0.51012562,0.02716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078290,Oxidized Mixed softwood pellet 550 pH 7 10%,AK_10,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238,,,,,,,,,,,,,,,0.03503,,,,,0.7193,0,#DIV/0!,,,0.0324,0.224478713,,,,,,,,,,#DIV/0!,0.545349161,0.03231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078291,Oxidized Mixed softwood pellet 550 pH 7 15%,AK_15,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0318,,,,,,,,,,,,,,,0.03697,,,,,0.7955,0,#DIV/0!,,,0.0319,0.230819808,,,,,,,,,,#DIV/0!,0.485501078,0.03388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078292, Oxidized Mixed softwood pellet 550 pH 7 20%,AK_20,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0352,,,,,,,,,,,,,,,0.0459,,,,,0.6855,0,#DIV/0!,,,0.0311,0.24819196,,,,,,,,,,#DIV/0!,0.549278537,0.03749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078293,Oxidized Mixed softwood pellet 550 pH 7 25%,AK_25,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0431,,,,,,,,,,,,,,,,,,,,0.6729,0,#DIV/0!,,,0.0301,0.25390291,,,,,,,,,,#DIV/0!,0.541571331,0.03907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078294,Oxidized Mixed softwood pellet 550 pH 7 30%,AK_30,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,,,,,,,,,,,,,,,0.05551,,,,,0.6542,0,#DIV/0!,,,0.0313,0.263513861,,,,,,,,,,#DIV/0!,0.579259943,0.04171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078295,Oxidized sewage sludge 700 pH 7 0%,AL_00,,oxidized,Berkeley,,manure,Sewage,,,,,,,,,,,,,,,,,,,,,,,,,,0.5917,,,,,,,,,,,,,,,0.02523,,,,,0.2936,0.0325,9.033846154,,,0.0167,0.683186989,,,,,,,,,,1519.836905,0.688652485,0.16741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078296,Oxidized sewage sludge 700 pH 7 5%,AL_05,,oxidized,Berkeley,,manure,Sewage,,,,,,,,,,,,,,,,,,,,,,,,,,0.603,,,,,,,,,,,,,,,,,,,,0.2481,0.0261,9.505747126,,,0.0163,0.78911447,,,,,,,,,,1599.228617,0.795427386,0.32226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078297,Oxidized Mixed softwood pellet 700 pH 7 5%,AM_05,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105,,,,,,,,,,,,,,,,,,,,0.8145,0.0045,181,,,0.026,0.383408226,,,,,,,,,,30451.09194,0.386475492,0.13317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078298,Oxidized Mixed softwood pellet 700 pH 7 10%,AM_10,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131,,,,,,,,,,,,,,,0.03039,,,,,0.7866,0,#DIV/0!,,,0.0271,0.413803839,,,,,,,,,,#DIV/0!,0.41711427,0.1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078299,Oxidized Mixed softwood pellet 700 pH 7 15%,AM_15,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0164,,,,,,,,,,,,,,,0.04165,,,,,0.7679,0,#DIV/0!,,,0.0271,0.423880844,,,,,,,,,,#DIV/0!,0.427271891,0.1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078300,Oxidized Mixed softwood pellet 700 pH 7 20/25%,AM_20,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,0.049,,,,,0.7508,0,#DIV/0!,,,0.0256,0.409538626,,,,,,,,,,#DIV/0!,0.412814934,0.2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078301,Oxidized Mixed softwood pellet 700 pH 7 30%,AM_30,,oxidized,Berkeley,,woody biomass,Softwood,,,,,,,,,,,,,,,,,,,,,,,,,,0.0223,,,,,,,,,,,,,,,0.04887,,,,,0.7442,0.0036,206.7222222,,,0.0265,0.427696184,,,,,,,,,,34778.54914,0.431117753,0.20518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078302,Oxidized Peach Pit 700C pH 7,AN_30,,oxidized,Berkeley,,woody biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174,,,,,,,,,,,,,,,0.02205,,,,,0.8045,0.0075,107.2666667,,,0.0204,0.304288378,,,,,,,,,,18046.33773,0.307003847,0.14016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078303,Oxidized Oil Seed Rape 550 pH 7 10%,AO_10,,oxidized,Berkeley,,,Rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,,,0.02877,,,,,0.6281,0.0112,56.08035714,,,0.0279,0.478229203,,,,,,,,,,9434.851443,0.537792955,0.21521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078304,Oxidized Oil Seed Rape 550 pH 7 12.5%,AO_12,,oxidized,Berkeley,,,Rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,0.0711,,,,,,,,,,,,,,,0.03073,,,,,0.695,0.0101,68.81188119,,,0.0306,0.484313179,,,,,,,,,,11576.77857,0.533060277,0.19998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
